date,rank_ic
2019-01-02,
2019-01-03,
2019-01-04,
2019-01-07,
2019-01-08,
2019-01-09,
2019-01-10,
2019-01-11,
2019-01-14,
2019-01-15,
2019-01-16,
2019-01-17,
2019-01-18,
2019-01-21,
2019-01-22,
2019-01-23,
2019-01-24,
2019-01-25,
2019-01-28,
2019-01-29,
2019-01-30,
2019-01-31,
2019-02-01,
2019-02-11,
2019-02-12,
2019-02-13,
2019-02-14,
2019-02-15,
2019-02-18,
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-04,
2019-03-05,
2019-03-06,-0.3153275073937127
2019-03-07,0.08779705181251923
2019-03-08,0.2118729493647291
2019-03-11,-0.054794613595956526
2019-03-12,-0.3392952436988798
2019-03-13,-0.07005248199593625
2019-03-14,-0.06291719036738906
2019-03-15,0.04151995088451354
2019-03-18,-0.03792419507054008
2019-03-19,0.024741393878504145
2019-03-20,0.2320599548842202
2019-03-21,-0.44416955767337857
2019-03-22,0.026078086578469578
2019-03-25,-0.14645589712448848
2019-03-26,-0.25199887282667616
2019-03-27,0.030756157056966535
2019-03-28,0.4731874258134104
2019-03-29,0.2971389074527372
2019-04-01,-0.1319744242994094
2019-04-02,0.1644053613075402
2019-04-03,-0.0591885785804013
2019-04-04,-0.2706196435746443
2019-04-08,-0.15384808774551237
2019-04-09,-0.131233684886025
2019-04-10,-0.06978782223401113
2019-04-11,0.21253606854794654
2019-04-12,-0.3710504277632996
2019-04-15,0.28687488408077416
2019-04-16,0.04630064684465656
2019-04-17,-0.15448768986898065
2019-04-18,0.1556159767456422
2019-04-19,-0.21725750547491268
2019-04-22,0.0799591525874845
2019-04-23,0.16826020033850153
2019-04-24,-0.4188841258764738
2019-04-25,0.004587988265446234
2019-04-26,-0.28514906436104315
2019-04-29,-0.3446261676906629
2019-04-30,-0.28325618880462605
2019-05-06,-0.18879793958587285
2019-05-07,0.22023292320586835
2019-05-08,0.29116969787234276
2019-05-09,0.34245262829555617
2019-05-10,-0.19905952774798175
2019-05-13,0.36991186788672303
2019-05-14,0.286181204562234
2019-05-15,-0.04580964141081634
2019-05-16,-0.4713202812797204
2019-05-17,-0.267141207257915
2019-05-20,0.3943334549352661
2019-05-21,-0.24655111230084836
2019-05-22,-0.3685477688908806
2019-05-23,-0.017320369178922053
2019-05-24,0.4349725364147322
2019-05-27,-0.21293135440228242
2019-05-28,-0.04230452746599763
2019-05-29,-0.1531624369141873
2019-05-30,-0.06683258317633352
2019-05-31,-0.2254609958719422
2019-06-03,0.09489360629776868
2019-06-04,-0.19759857536751746
2019-06-05,-0.31436305107253804
2019-06-06,0.13359486431442893
2019-06-10,0.5252564354563021
2019-06-11,-0.1066559604292959
2019-06-12,0.008482850506702916
2019-06-13,-0.4576943961240553
2019-06-14,-0.0235023162838785
2019-06-17,0.42001023893360195
2019-06-18,-0.29197188209030794
2019-06-19,0.42417317577035085
2019-06-20,0.22819877126551932
2019-06-21,-0.058293935801980015
2019-06-24,-0.21319819834086184
2019-06-25,0.1337460546771692
2019-06-26,0.21422741803645193
2019-06-27,0.34205584024445024
2019-06-28,0.1494172801292036
2019-07-01,-0.1250254835662818
2019-07-02,-0.34596097790178404
2019-07-03,-0.30357443409919993
2019-07-04,0.05435095138006986
2019-07-05,-0.2627296242008103
2019-07-08,0.2427569173744276
2019-07-09,0.05766333802752371
2019-07-10,-0.19302557347306867
2019-07-11,-0.04760041590498634
2019-07-12,0.2877644847826416
2019-07-15,0.08803166087633793
2019-07-16,0.04586081149558043
2019-07-17,-0.16808258842527038
2019-07-18,-0.03736184294400609
2019-07-19,-0.1516321903574181
2019-07-22,0.16933699394073554
2019-07-23,0.1582164621531793
2019-07-24,0.08300207548720294
2019-07-25,0.028482020438305767
2019-07-26,0.11416400605549455
2019-07-29,-0.022780839736893113
2019-07-30,-0.10374309547254408
2019-07-31,-0.23577995867275908
2019-08-01,0.3164191931248508
2019-08-02,-0.2231003259834256
2019-08-05,0.2799010109447158
2019-08-06,-0.22322294650004496
2019-08-07,0.1361855023427817
2019-08-08,-0.20659190072750824
2019-08-09,0.22019689386405028
2019-08-12,0.23214553379365083
2019-08-13,-0.2941493318922302
2019-08-14,0.42471868318926237
2019-08-15,0.2686358367089577
2019-08-16,0.13613827114380925
2019-08-19,-0.043954646438412515
2019-08-20,0.15036575181553985
2019-08-21,-0.11371571485179827
2019-08-22,-0.25663103608921695
2019-08-23,0.3099536606322469
2019-08-26,0.028668985328391603
2019-08-27,-0.004283393228126425
2019-08-28,0.024779152247411722
2019-08-29,-0.07887293998052547
2019-08-30,0.28720059897813244
2019-09-02,0.17397302989150912
2019-09-03,-0.12095698357963916
2019-09-04,-0.07587343420099536
2019-09-05,-0.024888769594352492
2019-09-06,0.29447240042540557
2019-09-09,-0.22854160576251376
2019-09-10,-0.23436559504989332
2019-09-11,-0.058670683646266174
2019-09-12,0.03703977991118077
2019-09-16,-0.12213034562010087
2019-09-17,-0.13358312549447712
2019-09-18,0.32033924269879516
2019-09-19,-0.04911653499883945
2019-09-20,0.09933781003315187
2019-09-23,0.04212849615534723
2019-09-24,-0.25393577439751264
2019-09-25,-0.5600810490667604
2019-09-26,0.19299671474091376
2019-09-27,-0.3413824780951077
2019-09-30,-0.1603629342980322
2019-10-08,0.2170830314178815
2019-10-09,0.3279176016196655
2019-10-10,-0.08166389096474676
2019-10-11,-0.1408252998521658
2019-10-14,-0.3391226483828209
2019-10-15,-0.12993581490733722
2019-10-16,-0.047980089535138874
2019-10-17,-0.1757426199175254
2019-10-18,-0.16700346641021135
2019-10-21,0.35753916431661953
2019-10-22,-0.19388779578510798
2019-10-23,-0.15588239989095432
2019-10-24,0.34797509470056626
2019-10-25,0.3189976051838787
2019-10-28,-0.13662935965733694
2019-10-29,0.1651690366201855
2019-10-30,-0.1380349051705137
2019-10-31,0.09268234134298667
2019-11-01,0.23062374055305412
2019-11-04,0.042794088698380174
2019-11-05,-0.2990962946147771
2019-11-06,0.19361747437567028
2019-11-07,-0.026278462113285574
2019-11-08,0.055385617015165596
2019-11-11,0.06018665889007882
2019-11-12,0.31376224817804893
2019-11-13,0.14505257443530026
2019-11-14,-0.1463614119995657
2019-11-15,0.11916351143451084
2019-11-18,0.2842352330398041
2019-11-19,-0.12620804865330665
2019-11-20,0.08026657355626002
2019-11-21,-0.3798833659822637
2019-11-22,-0.3960756869764903
2019-11-25,0.1054543276843157
2019-11-26,0.1632873964765388
2019-11-27,0.035415616409243136
2019-11-28,-0.005486652678969415
2019-11-29,0.09959609945019152
2019-12-02,0.02329427478930105
2019-12-03,0.05407775752138369
2019-12-04,0.219486849123245
2019-12-05,0.213232418390875
2019-12-06,-0.1399097115097569
2019-12-09,0.1980125879869682
2019-12-10,-0.14981334115307016
2019-12-11,0.1393495390394698
2019-12-12,-0.08584287678894598
2019-12-13,0.18903135467407675
2019-12-16,-0.2169819668212939
2019-12-17,-0.10176902633445283
2019-12-18,-0.17713637108589286
2019-12-19,-0.3408156812318838
2019-12-20,0.03205795003042232
2019-12-23,0.24311609089154865
2019-12-24,0.09450377798445939
2019-12-25,0.03623732877701858
2019-12-26,-0.18094236328839464
2019-12-27,0.06256221443343174
2019-12-30,0.05244929704424372
2019-12-31,0.19192482639429156
2020-01-02,-0.14827157210017877
2020-01-03,0.2402193642187302
2020-01-06,0.049196062613397845
2020-01-07,0.07495201818072889
2020-01-08,0.11998273462758646
2020-01-09,-0.10677881078017026
2020-01-10,0.3451763008172987
2020-01-13,-0.21668527571006782
2020-01-14,0.1863594627145184
2020-01-15,0.12443503435628175
2020-01-16,-0.02732763136490539
2020-01-17,0.1700562616035394
2020-01-20,-0.12158486539077683
2020-01-21,0.33548269552014565
2020-01-22,-0.027408081790833542
2020-01-23,-0.09035091910119673
2020-02-03,0.48680049326042274
2020-02-04,-0.1629230853959812
2020-02-05,0.3925697471322245
2020-02-06,0.16959801833253837
2020-02-07,0.25960330074867105
2020-02-10,-0.07618808495389753
2020-02-11,0.3297324326786475
2020-02-12,0.024908183458528604
2020-02-13,-0.043622139152553564
2020-02-14,0.16123993025259659
2020-02-17,0.1853264757898749
2020-02-18,-0.2657432309470604
2020-02-19,0.11419887788433884
2020-02-20,0.05577955918885871
2020-02-21,0.03989200795134819
2020-02-24,0.15329380444685053
2020-02-25,-0.2934424656116888
2020-02-26,-0.5167966300719297
2020-02-27,0.14876777990618362
2020-02-28,0.2331134364841842
2020-03-02,-0.4411189973306979
2020-03-03,0.23821421686674826
2020-03-04,-0.4706131472242955
2020-03-05,-0.08608568776742029
2020-03-06,-0.40226392922496607
2020-03-09,0.600104113628709
2020-03-10,-0.5750002437422664
2020-03-11,-0.17506937318887392
2020-03-12,0.585795232488895
2020-03-13,-0.46824984840876105
2020-03-16,0.04385835270325436
2020-03-17,-0.1429871653719968
2020-03-18,0.4986342737234155
2020-03-19,-0.5557980980204834
2020-03-20,-0.35032980094251115
2020-03-23,-0.10117827292620026
2020-03-24,-0.023572261604833267
2020-03-25,-0.18265123572178227
2020-03-26,-0.4019128544873793
2020-03-27,0.026783082640019686
2020-03-30,-0.1527311219772438
2020-03-31,0.2712669822678685
2020-04-01,0.5547531607805337
2020-04-02,0.07077328030194871
2020-04-03,-0.09521810635078709
2020-04-07,0.2607124774943058
2020-04-08,-0.06604507649745021
2020-04-09,-0.5539847900208339
2020-04-10,0.11650757386624855
2020-04-13,0.4282411528585699
2020-04-14,-0.027228905517499263
2020-04-15,0.38374145797867126
2020-04-16,0.010278681823953742
2020-04-17,0.1768195742037765
2020-04-20,-0.2080638925080546
2020-04-21,0.32368633570388894
2020-04-22,-0.2654353218213055
2020-04-23,-0.11104036240846668
2020-04-24,-0.011504351767067527
2020-04-27,0.17812958969217058
2020-04-28,0.15412763752767888
2020-04-29,0.30535753465794957
2020-04-30,0.3627691492208903
2020-05-06,0.04356790147672861
2020-05-07,0.030502936280806265
2020-05-08,-0.07748015450726785
2020-05-11,0.16234583778084608
2020-05-12,0.10307377695466136
2020-05-13,-0.04133530673540428
2020-05-14,0.011103372294057477
2020-05-15,-0.10826651249378279
2020-05-18,0.2594942012550393
2020-05-19,-0.17367457221540566
2020-05-20,-0.35176433219558
2020-05-21,-0.28239367850738073
2020-05-22,0.1290326596683666
2020-05-25,0.3837341843149355
2020-05-26,-0.3661073401421398
2020-05-27,-0.2499093675517753
2020-05-28,0.3232005966147936
2020-05-29,0.4589089947120227
2020-06-01,-0.3099476213386043
2020-06-02,-0.060825480246833534
2020-06-03,0.06785656372600388
2020-06-04,0.18593544297949022
2020-06-05,-0.0850755479720547
2020-06-08,-0.02504758864551379
2020-06-09,0.2542173463134839
2020-06-10,-0.21944972222199532
2020-06-11,0.17380489592247586
2020-06-12,-0.057715392222665016
2020-06-15,0.15461285956107731
2020-06-16,-0.17680851734256134
2020-06-17,0.13449182357619022
2020-06-18,0.17339102069068352
2020-06-19,0.17171918385023463
2020-06-22,0.23471515133192525
2020-06-23,-0.16952254927065255
2020-06-24,0.1376532884170219
2020-06-29,0.345384651760054
2020-06-30,-0.17636784887224663
2020-07-01,-0.20346557771953674
2020-07-02,-0.19139823595996128
2020-07-03,-0.10450579586895435
2020-07-06,0.06306265709748964
2020-07-07,0.25477485134574646
2020-07-08,0.029494664095809937
2020-07-09,0.06330801871171292
2020-07-10,0.02962984687016959
2020-07-13,0.07501388103685397
2020-07-14,-0.38156783228386104
2020-07-15,-0.23103611188997045
2020-07-16,0.10086315623451675
2020-07-17,-0.21865783539759703
2020-07-20,0.011618726796970789
2020-07-21,-0.010887246969246292
2020-07-22,0.10636263105866937
2020-07-23,-0.4185424969189954
2020-07-24,0.13821211484867835
2020-07-27,-0.074183672759543
2020-07-28,0.47029329224858474
2020-07-29,-0.18198581479123102
2020-07-30,0.3446462218378847
2020-07-31,0.08940117788844469
2020-08-03,-0.2722751427324982
2020-08-04,0.1637209936952089
2020-08-05,-0.03365614248268309
2020-08-06,-0.3011178991663931
