total_cost_bps,n_days,ann_return,ann_vol,sharpe,max_dd
5.0,1699,-0.13572873920665696,0.1721344229497427,-0.7566297515003665,-0.6630467502130423
10.0,1699,-0.17199089905748222,0.1721169309951003,-1.0055742616757017,-0.740654926234664
20.0,1699,-0.24003257658979016,0.17209141979748188,-1.5035323457968106,-0.8514393641091623
