total_cost_bps,n_days,ann_return,ann_vol,sharpe,max_dd
5.0,1699,-0.1114852037254409,0.1681574349212453,-0.6141736906954836,-0.592012384833571
10.0,1699,-0.13532186836450955,0.1681705392776007,-0.7757221591889454,-0.6524732938782973
20.0,1699,-0.1811017682519459,0.16820137501201382,-1.0987133527358857,-0.7553825271337692
